"date","station","sf","bf"
1968-01-01,"S1",60.0111402385214,60.0111402385214
1968-01-02,"S1",56.554458292201,56.554458292201
1968-01-03,"S1",52.5151526034324,52.5151526034324
1968-01-04,"S1",53.6754939430932,52.5586654036697
1968-01-05,"S1",67.5815203815896,53.1639035355701
1968-01-06,"S1",91.8520104886619,55.1553681780367
1968-01-07,"S1",99.4379895670468,58.1920905667731
1968-01-08,"S1",135.598940568946,62.6415686543648
1968-01-09,"S1",144.956516685879,68.4642806523434
1968-01-10,"S1",122.357545669638,73.3537369417495
1968-01-11,"S1",97.6283668050095,76.1016783889176
1968-01-12,"S1",93.6161191277386,77.5657207322269
1968-01-13,"S1",68.5882374431645,68.5882374431645
1968-01-14,"S1",92.8313769083393,69.4973551731086
1968-01-15,"S1",90.0886210731264,71.1445534594304
1968-01-16,"S1",85.1664928336827,72.3807787214784
1968-01-17,"S1",46.1133894501288,46.1133894501288
1968-01-18,"S1",44.6971431291329,44.6971431291329
1968-01-19,"S1",56.5658198895179,45.1422185076473
1968-01-20,"S1",62.9566845432941,46.2386460358042
1968-01-21,"S1",20.3101641145516,20.3101641145516
1968-01-22,"S1",32.2969384306603,20.7596681514057
1968-01-23,"S1",36.4739727561527,21.7816022095558
1968-01-24,"S1",41.1689111881821,23.0595901917516
1968-01-25,"S1",46.9504037625525,24.6345952380228
1968-01-26,"S1",52.1908485524563,26.5047975569839
1968-01-27,"S1",29.9543656519186,27.5973832728742
1968-01-28,"S1",30.6465127509757,27.8001124675172
1968-01-29,"S1",42.368109519082,28.4531523675805
1968-01-30,"S1",48.5372203578037,29.7281158103952
1968-01-31,"S1",55.829963334064,31.4122765130606
1968-02-01,"S1",103.697428276375,35.0386329599725
1968-02-02,"S1",59.9309682729475,38.5468003585742
1968-02-03,"S1",68.2304432026206,40.4618432620149
1968-02-04,"S1",48.873635613061,41.8186079729519
1968-02-05,"S1",47.3662167983687,42.2912068404091
1968-02-06,"S1",52.0535906289442,42.8476091059026
1968-02-07,"S1",55.6614404214894,43.6733520873512
1968-02-08,"S1",42.6713390747316,42.6713390747316
1968-02-09,"S1",30.9027750046519,30.9027750046519
1968-02-10,"S1",47.8769432644137,31.539306314393
1968-02-11,"S1",54.5576205637574,33.0151544843699
1968-02-12,"S1",60.1146210430091,34.8392269582959
1968-02-13,"S1",106.437455063498,38.4719877904177
1968-02-14,"S1",83.7319541861798,42.7179415529993
1968-02-15,"S1",49.2818406797131,44.5021132439953
1968-02-16,"S1",46.4799428467831,44.7555216329393
1968-02-17,"S1",58.9928218405318,45.3540861862432
1968-02-18,"S1",37.1142947647051,37.1142947647051
1968-02-19,"S1",51.7643398126918,37.6636714540046
1968-02-20,"S1",58.5781263681205,38.9767385767347
1968-02-21,"S1",48.8876399813744,40.0834494215857
1968-02-22,"S1",71.6435362898457,41.5971098251375
1968-02-23,"S1",61.0587332306597,43.4536616952711
1968-02-24,"S1",44.0810998182434,44.0810998182434
1968-02-25,"S1",47.4691438926158,44.2081514710324
1968-02-26,"S1",29.0151861990958,29.0151861990958
1968-02-27,"S1",29.8571261845461,29.0467589485502
1968-02-28,"S1",20.7979113715575,20.7979113715575
1968-02-29,"S1",19.0915100711231,19.0915100711231
1968-03-01,"S1",27.1379708261374,19.3932523494361
1968-03-02,"S1",37.1141481606108,20.3482128852314
1968-03-03,"S1",34.376799352113,21.5030074505662
1968-03-04,"S1",23.1854265526634,22.0488653632029
1968-03-05,"S1",29.8191706173659,22.3828728548388
1968-03-06,"S1",33.6864296874351,23.0856174021559
1968-03-07,"S1",73.8828332160814,25.3880434558761
1968-03-08,"S1",123.157499924475,30.8729526894562
1968-03-09,"S1",89.8482249874947,36.5451959219458
1968-03-10,"S1",30.6521277512895,30.6521277512895
1968-03-11,"S1",42.8922164781988,31.1111310785486
1968-03-12,"S1",43.6431429372492,32.0228722257367
1968-03-13,"S1",30.6502458764823,30.6502458764823
1968-03-14,"S1",33.611132243007,30.761279115227
1968-03-15,"S1",30.2300810799094,30.2300810799094
1968-03-16,"S1",40.1336620459775,30.601465366137
1968-03-17,"S1",81.7646459687593,32.8775420142293
1968-03-18,"S1",157.04023537941,39.3669094137185
1968-03-19,"S1",121.63692984558,46.8647849036267
1968-03-20,"S1",78.7629672104831,50.8649221754571
1968-03-21,"S1",68.3875824317992,52.5681986238834
1968-03-22,"S1",70.6370190862214,53.8390062840179
1968-03-23,"S1",78.4616480224626,55.3922808292922
1968-03-24,"S1",117.126867674732,58.5724291057401
1968-03-25,"S1",78.4343788818431,61.5130436686811
1968-03-26,"S1",128.371881937158,64.6548001742426
1968-03-27,"S1",104.608856747269,68.5424678618404
1968-03-28,"S1",106.85002878608,71.3314909797029
1968-03-29,"S1",82.1134859701839,73.0677609595851
1968-03-30,"S1",78.8946867806164,73.6254853657712
1968-03-31,"S1",98.8647740055029,74.7695537428179
1968-04-01,"S1",140.509534825045,78.138373793252
1968-04-02,"S1",138.753973101459,82.750377306002
1968-04-03,"S1",171.949745614025,88.1954884598825
1968-04-04,"S1",112.540474170164,92.2492100672984
1968-04-05,"S1",94.7014289246139,93.1020906783052
1968-04-06,"S1",103.246028596275,93.5424635344657
1968-04-07,"S1",156.740785989044,96.2762843163302
1968-04-08,"S1",109.424755311977,99.0367707913937
1968-04-09,"S1",91.6218243074387,91.6218243074387
1968-04-10,"S1",132.873837890398,93.1687748167997
1968-04-11,"S1",178.861082305562,97.8711762128882
1968-04-12,"S1",152.635702388741,102.961967422958
1968-04-13,"S1",140.936461452577,106.248776010285
1968-04-14,"S1",112.107311964411,107.769259312651
1968-04-15,"S1",75.3035169336471,75.3035169336471
1968-04-16,"S1",105.154598293577,76.4229324846444
1968-04-17,"S1",132.599435750003,79.6069888249303
1968-04-18,"S1",141.28756150245,83.9072270600275
1968-04-19,"S1",108.087220458674,86.9657393540676
1968-04-20,"S1",131.916639191821,89.443453639406
1968-04-21,"S1",138.822978019977,92.887930261893
1968-04-22,"S1",127.281162009869,95.9002407433702
1968-04-23,"S1",114.244906006751,97.7649502382407
1968-04-24,"S1",90.2694617567099,90.2694617567099
1968-04-25,"S1",109.15477880437,90.9776611459971
1968-04-26,"S1",99.3568622953676,91.9735231012875
1968-04-27,"S1",85.8844528454147,85.8844528454147
1968-04-28,"S1",135.617075010942,87.749426176622
1968-04-29,"S1",157.486153033778,92.1595902650523
1968-04-30,"S1",176.152339598994,97.7590644689023
1968-05-01,"S1",135.492386623906,102.113811867093
1968-05-02,"S1",172.885749803746,106.019456093098
1968-05-03,"S1",133.428448721207,109.554779330802
1968-05-04,"S1",108.111552777572,108.111552777572
1968-05-05,"S1",159.469095967789,110.037460647205
1968-05-06,"S1",118.62290464256,112.213101121553
1968-05-07,"S1",107.054139883092,107.054139883092
1968-05-08,"S1",180.208861255318,109.797441934551
1968-05-09,"S1",200.774572212449,115.849512544501
1968-05-10,"S1",248.132078010326,123.994798487017
1968-05-11,"S1",175.222080905134,130.570969559821
1968-05-12,"S1",232.684765717731,136.074653591192
1968-05-13,"S1",337.309893647683,147.243854298055
1968-05-14,"S1",309.343353389663,160.450061989602
1968-05-15,"S1",376.934201406915,174.151715645253
1968-05-16,"S1",412.169434341,190.681723312406
1968-05-17,"S1",373.681892404767,205.850018816942
1968-05-18,"S1",340.44304880041,217.190952700865
1968-05-19,"S1",472.894361158692,231.401784121767
1968-05-20,"S1",785.746663667301,261.245688743609
1968-05-21,"S1",428.678546039964,287.193207451861
1968-05-22,"S1",404.12285761646,296.883769530087
1968-05-23,"S1",378.508308019954,303.966155526696
1968-05-24,"S1",635.183935992447,319.182153012659
1968-05-25,"S1",417.785031482838,334.729827817033
1968-05-26,"S1",486.144845884491,343.52246113203
1968-05-27,"S1",320.618527662178,320.618527662178
1968-05-28,"S1",225.12063418057,225.12063418057
1968-05-29,"S1",213.416997199534,213.416997199534
1968-05-30,"S1",168.92260619383,168.92260619383
1968-05-31,"S1",217.164856811727,170.731690592001
1968-06-01,"S1",432.537721230224,182.290660474174
1968-06-02,"S1",539.446820538829,205.068281254951
1968-06-03,"S1",637.514949830537,233.82422654968
1968-06-04,"S1",379.972984070418,254.44320707974
1968-06-05,"S1",323.080707701418,261.724479990204
1968-06-06,"S1",150.705409435079,150.705409435079
1968-06-07,"S1",101.650216605796,101.650216605796
1968-06-08,"S1",129.640041520675,102.699835040104
1968-06-09,"S1",131.72374255263,104.798489314845
1968-06-10,"S1",132.27235619088,106.838456319114
1968-06-11,"S1",179.21471910058,110.50633741861
1968-06-12,"S1",181.192827957645,115.733645126897
1968-06-13,"S1",138.570879402617,119.04476076839
1968-06-14,"S1",169.935825515062,121.685405145174
1968-06-15,"S1",145.745425802616,124.397046683699
1968-06-16,"S1",135.797273249593,125.625119396879
1968-06-17,"S1",150.394145951888,126.935413662169
1968-06-18,"S1",326.484039683949,135.29818959885
1968-06-19,"S1",479.694070011033,155.382504492498
1968-06-20,"S1",297.303924199482,172.866241438455
1968-06-21,"S1",372.822545211457,185.031015933481
1968-06-22,"S1",305.690147159773,196.597915702391
1968-06-23,"S1",295.742483298095,204.406795666882
1968-06-24,"S1",244.200252323752,209.324138577685
1968-06-25,"S1",195.274079070754,195.274079070754
1968-06-26,"S1",177.958233829697,177.958233829697
1968-06-27,"S1",246.826809151882,180.540805404279
1968-06-28,"S1",190.27792736109,183.391672618195
1968-06-29,"S1",128.559096552241,128.559096552241
1968-06-30,"S1",228.856614519666,132.32025347602
1968-07-01,"S1",169.364998652591,137.329544959278
1968-07-02,"S1",133.145535797542,133.145535797542
1968-07-03,"S1",169.998514247112,134.527522489401
1968-07-04,"S1",138.050585049739,135.989799526328
1968-07-05,"S1",163.796963660713,137.109847638495
1968-07-06,"S1",101.975022626032,101.975022626032
1968-07-07,"S1",120.998469079736,102.688401868046
1968-07-08,"S1",69.836644336664,69.836644336664
1968-07-09,"S1",95.9862032586706,70.8172527962392
1968-07-10,"S1",55.9422876006102,55.9422876006102
1968-07-11,"S1",51.5217697174245,51.5217697174245
1968-07-12,"S1",39.6278696601312,39.6278696601312
1968-07-13,"S1",46.8846103651438,39.8999974365691
1968-07-14,"S1",45.439516968753,40.3696524038476
1968-07-15,"S1",50.4627481021169,40.9382634137166
1968-07-16,"S1",108.434830864932,43.8265528689522
1968-07-17,"S1",91.6054834322155,48.0410731899238
1968-07-18,"S1",85.2362123360309,51.0695562919888
1968-07-19,"S1",52.9769592668916,52.4223335051992
1968-07-20,"S1",43.5197939537313,43.5197939537313
1968-07-21,"S1",39.2967966609445,39.2967966609445
1968-07-22,"S1",53.5014340759937,39.8294705640088
1968-07-23,"S1",83.8774075123552,41.9939668312713
1968-07-24,"S1",118.171645873262,46.4212588208865
1968-07-25,"S1",63.7475736934547,49.7616351430719
1968-07-26,"S1",106.073467403045,52.3978015484603
1968-07-27,"S1",91.0405406122373,55.8597417328988
1968-07-28,"S1",95.3265338667454,58.6590263958933
1968-07-29,"S1",70.4169177738276,60.4749788527227
1968-07-30,"S1",74.4903623171175,61.373378442179
1968-07-31,"S1",43.0233058838573,43.0233058838573
1968-08-01,"S1",44.9347873359423,43.0949864383105
1968-08-02,"S1",64.7340864126469,43.9754452210093
1968-08-03,"S1",63.1305191789877,45.4722095391199
1968-08-04,"S1",53.2377201445057,46.4256027983169
1968-08-05,"S1",57.6073780222255,47.1003737696956
1968-08-06,"S1",77.9688362159431,48.6519537708997
1968-08-07,"S1",82.0707992893505,51.0045435695308
1968-08-08,"S1",152.465185987487,55.9743022496974
1968-08-09,"S1",187.603515249226,64.5288058773468
1968-08-10,"S1",318.51785806222,78.668696935725
1968-08-11,"S1",171.182511139423,91.1323085106073
1968-08-12,"S1",152.741039537338,96.4445185226903
1968-08-13,"S1",141.55635925412,100.247332088168
1968-08-14,"S1",142.18144517063,103.368949847484
1968-08-15,"S1",124.244674413851,105.60725809334
1968-08-16,"S1",93.1107594111358,93.1107594111358
1968-08-17,"S1",93.8982008572768,93.1402884653661
1968-08-18,"S1",91.4233932658187,91.4233932658187
1968-08-19,"S1",97.6794075618339,91.6579938019193
1968-08-20,"S1",69.7248245907663,69.7248245907663
1968-08-21,"S1",57.7110965145418,57.7110965145418
1968-08-22,"S1",63.4235310591518,57.9253128099646
1968-08-23,"S1",50.6707732185081,50.6707732185081
1968-08-24,"S1",62.712785152835,51.1223486660454
1968-08-25,"S1",75.9680523689503,52.4887039231589
1968-08-26,"S1",74.2777246719635,54.1862677679563
1968-08-27,"S1",68.0765790455082,55.4605840747647
1968-08-28,"S1",73.3221158959405,56.6034913294617
1968-08-29,"S1",76.023083330438,57.9586744507413
1968-08-30,"S1",39.0297846690945,39.0297846690945
1968-08-31,"S1",64.7010137952305,39.9924557613246
1968-09-01,"S1",54.4751589620987,41.4621280576251
1968-09-02,"S1",54.1918460414022,42.4274811409345
1968-09-03,"S1",72.128081764666,43.9824173480919
1968-09-04,"S1",58.0642538269396,45.5659486316702
1968-09-05,"S1",30.2560659617829,30.2560659617829
1968-09-06,"S1",26.1519126328802,26.1519126328802
1968-09-07,"S1",35.8652516313736,26.5161628453237
1968-09-08,"S1",37.6853999780428,27.2856000672775
1968-09-09,"S1",33.5505297218575,27.910527425978
1968-09-10,"S1",43.9459024675583,28.7233540761327
1968-09-11,"S1",32.2100256324303,29.4249498241723
1968-09-12,"S1",40.0040844122789,29.926107714036
1968-09-13,"S1",52.8861586003972,31.1650337484587
1968-09-14,"S1",36.5876069879353,32.1829224268867
1968-09-15,"S1",49.0124988645302,32.9792072143377
1968-09-16,"S1",71.3552967883605,35.0195590102458
1968-09-17,"S1",89.7125918461494,38.4331379082714
1968-09-18,"S1",68.6255335116364,41.4883322660681
1968-09-19,"S1",61.0302442604104,43.2387990125647
1968-09-20,"S1",67.1968114481842,44.8044036756947
1968-09-21,"S1",53.0124800788481,45.9519218322813
1968-09-22,"S1",59.0276928934433,46.7070341813211
1968-09-23,"S1",53.9174454690215,47.4394493063144
1968-09-24,"S1",29.2046918893872,29.2046918893872
1968-09-25,"S1",38.0544236470877,29.536556830301
1968-09-26,"S1",58.8465885380834,30.9551030249723
1968-09-27,"S1",69.7522221966286,33.4559257006511
1968-09-28,"S1",63.5132948184938,35.9441881611694
1968-09-29,"S1",58.2269571988317,37.8136334997314
1968-09-30,"S1",71.3378547963636,39.8362914370713
1968-10-01,"S1",70.2341074782923,42.1575181645906
1968-10-02,"S1",69.6049906572862,44.2396704823305
1968-10-03,"S1",93.547762768172,47.0399234496104
1968-10-04,"S1",92.075149301598,50.472788393506
1968-10-05,"S1",112.830324744948,54.3712845407385
1968-10-06,"S1",99.5962361984297,58.2594342355598
1968-10-07,"S1",134.331548016063,62.6622685759362
1968-10-08,"S1",77.0321379021401,65.8887366546736
1968-10-09,"S1",106.673935884229,67.8360591725619
1968-10-10,"S1",101.022270435776,70.53696247162
1968-10-11,"S1",215.288817623205,77.1083560884603
